feature_id,feature_name,omics_type,coefficient,intercept,scaling_mean,scaling_sd,model_task,recoverable_status,notes
microbe__EC:3.2.1.21,EC:3.2.1.21,microbiome,-0.04397975600416257,-0.04915300138472041,9.730227531956528,0.07814112395796097,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.7.7.6,EC:2.7.7.6,microbiome,0.002882915871938517,-0.04915300138472041,9.837258095261351,0.060588795654189696,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:1.97.1.4,EC:1.97.1.4,microbiome,0.0001047598580750785,-0.04915300138472041,9.896598526400847,0.06111803262175298,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.5.1.28,EC:3.5.1.28,microbiome,0.0291640968843048,-0.04915300138472041,9.877839194082362,0.05864523356260843,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.4.16.4,EC:3.4.16.4,microbiome,-0.0697615797690166,-0.04915300138472041,9.719637256656021,0.05588391472998178,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.6.3.14,EC:3.6.3.14,microbiome,0.04160276655456323,-0.04915300138472041,9.768696794049916,0.06119611049002362,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.2.1.51,EC:3.2.1.51,microbiome,-0.031219135795971062,-0.04915300138472041,9.362872325592953,0.11873250262958725,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:5.99.1.3,EC:5.99.1.3,microbiome,-0.04362519984628532,-0.04915300138472041,9.603967198644796,0.06508618958131036,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.2.1.6,EC:2.2.1.6,microbiome,-0.014154823646021166,-0.04915300138472041,9.658838116599192,0.05765566609752296,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.2.1.52,EC:3.2.1.52,microbiome,-0.13287288589229362,-0.04915300138472041,9.12723756871445,0.0911370140695365,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:6.3.5.5,EC:6.3.5.5,microbiome,0.03877130323685747,-0.04915300138472041,9.628279017895963,0.06422230817445736,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:1.2.7.3,EC:1.2.7.3,microbiome,0.08997314596188184,-0.04915300138472041,9.428209896019704,0.11562920950189247,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:5.4.99.23,EC:5.4.99.23,microbiome,-0.015418807496456494,-0.04915300138472041,9.504389602939208,0.0661691510309086,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.7.1.11,EC:2.7.1.11,microbiome,0.07084934375961893,-0.04915300138472041,9.650035204574069,0.0625156146140269,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.7.6.5,EC:2.7.6.5,microbiome,-0.05925518356790243,-0.04915300138472041,9.459770387141322,0.06579107854995038,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:5.4.2.12,EC:5.4.2.12,microbiome,0.018631133484155363,-0.04915300138472041,9.525461870194642,0.06282608486171698,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.4.21.89,EC:3.4.21.89,microbiome,0.09635339506591295,-0.04915300138472041,9.61275863269793,0.06649965067579934,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:1.1.1.100,EC:1.1.1.100,microbiome,-0.0004528556204664539,-0.04915300138472041,9.502749242695783,0.0579020072506017,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.1.3.18,EC:3.1.3.18,microbiome,0.024577993504580415,-0.04915300138472041,9.460805379961092,0.06778785867119348,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.7.11.1,EC:2.7.11.1,microbiome,0.06625853218879586,-0.04915300138472041,9.495624961413267,0.06415773410835403,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.2.1.1,EC:2.2.1.1,microbiome,0.044416895484385883,-0.04915300138472041,9.470280493999025,0.05939673734727396,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:4.2.1.20,EC:4.2.1.20,microbiome,0.011010782152893793,-0.04915300138472041,9.404971876841884,0.0642394410514959,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:6.3.1.2,EC:6.3.1.2,microbiome,0.06455899005180402,-0.04915300138472041,9.472160709047204,0.06836531733637531,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:1.4.1.14,EC:1.4.1.14,microbiome,0.05927826715144371,-0.04915300138472041,9.44748515345114,0.06317265833307585,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:1.4.1.13,EC:1.4.1.13,microbiome,0.059278267151443874,-0.04915300138472041,9.44748515345114,0.06317265833307585,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:4.2.1.35,EC:4.2.1.35,microbiome,-0.010618973418978406,-0.04915300138472041,9.330396933651288,0.06566562742082661,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:4.2.1.33,EC:4.2.1.33,microbiome,-0.010618973418978406,-0.04915300138472041,9.330396933651288,0.06566562742082661,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.6.1.27,EC:3.6.1.27,microbiome,0.03649299379641615,-0.04915300138472041,9.385882812058714,0.058462978978759156,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:4.1.1.3,EC:4.1.1.3,microbiome,0.07873351429901794,-0.04915300138472041,9.33078673454036,0.10761432962204133,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.6.3.17,EC:3.6.3.17,microbiome,-0.06422382398294665,-0.04915300138472041,9.287684024222045,0.05309565510612908,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.7.1.69,EC:2.7.1.69,microbiome,0.18675018749930722,-0.04915300138472041,9.619921269684646,0.07809278363520111,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.1.26.4,EC:3.1.26.4,microbiome,0.02261250056632729,-0.04915300138472041,9.308599733626613,0.06191537949664936,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:6.1.1.20,EC:6.1.1.20,microbiome,0.03208516295295371,-0.04915300138472041,9.297552881370033,0.06326142597249494,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:4.1.2.13,EC:4.1.2.13,microbiome,-0.12051442244705918,-0.04915300138472041,9.207496419938032,0.0672498460225971,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.7.2.4,EC:2.7.2.4,microbiome,-0.031125060117410928,-0.04915300138472041,9.232829792534398,0.06477851978810639,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.1.11.6,EC:3.1.11.6,microbiome,0.04004357903119367,-0.04915300138472041,9.296372096751616,0.06319358788514146,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.1.3.48,EC:3.1.3.48,microbiome,-0.0025359629075949294,-0.04915300138472041,9.320062058125348,0.05986502993961758,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:1.11.1.15,EC:1.11.1.15,microbiome,-0.03863702788744848,-0.04915300138472041,9.081441303469186,0.07407839408602618,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.8.1.7,EC:2.8.1.7,microbiome,-0.09954970721709679,-0.04915300138472041,9.147165068780403,0.060132069902212475,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.6.3.34,EC:3.6.3.34,microbiome,-0.02021562479139865,-0.04915300138472041,9.26560186397432,0.05579632885468787,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:6.2.1.3,EC:6.2.1.3,microbiome,0.02243285109847164,-0.04915300138472041,9.104176748132028,0.08747050837078599,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:6.4.1.2,EC:6.4.1.2,microbiome,-0.0517526918985203,-0.04915300138472041,9.227350919832881,0.05454468157477107,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:1.2.7.11,EC:1.2.7.11,microbiome,0.07274930243318843,-0.04915300138472041,9.036578597077593,0.10641953124494762,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:5.1.3.2,EC:5.1.3.2,microbiome,0.002591697357592983,-0.04915300138472041,9.217816683894124,0.06593231117557931,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.4.21.102,EC:3.4.21.102,microbiome,-0.005648152063119969,-0.04915300138472041,9.06463927951881,0.08202624982072217,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:5.1.3.3,EC:5.1.3.3,microbiome,0.10438906952411549,-0.04915300138472041,9.329517405561482,0.08009210394401654,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:1.3.99.22,EC:1.3.99.22,microbiome,0.0642016706754181,-0.04915300138472041,9.279811044304497,0.05971235047995781,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:4.1.3.27,EC:4.1.3.27,microbiome,0.009063182713952603,-0.04915300138472041,9.161785825285714,0.06568254767224264,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.4.22.70,EC:3.4.22.70,microbiome,0.06376486136477855,-0.04915300138472041,9.103393433699578,0.07143567127538175,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.5.1.49,EC:2.5.1.49,microbiome,0.06692947403265705,-0.04915300138472041,9.202009271167512,0.07601734925644525,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.3.1.54,EC:2.3.1.54,microbiome,0.057264117461096026,-0.04915300138472041,9.313635933653114,0.0598488106722199,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.2.1.20,EC:3.2.1.20,microbiome,-0.08183592948187098,-0.04915300138472041,8.889703825275427,0.07463016306402458,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:1.3.5.4,EC:1.3.5.4,microbiome,-0.0069239290038684564,-0.04915300138472041,8.973453369075084,0.07370717965830867,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.4.11.9,EC:3.4.11.9,microbiome,-0.012207134697015773,-0.04915300138472041,8.993074659553244,0.07346684288560668,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.2.1.22,EC:3.2.1.22,microbiome,0.01283745607873816,-0.04915300138472041,9.054533650293822,0.06837296664882547,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:4.2.99.18,EC:4.2.99.18,microbiome,-0.026993523762094646,-0.04915300138472041,9.1001392544435,0.054771710245205815,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.4.11.18,EC:3.4.11.18,microbiome,0.02728126122814616,-0.04915300138472041,9.10361571130712,0.06379648001975854,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.1.1.37,EC:2.1.1.37,microbiome,-0.04023805144684594,-0.04915300138472041,8.93023410979905,0.07189740567873303,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.6.4.13,EC:3.6.4.13,microbiome,-0.04723640101440533,-0.04915300138472041,8.981560182397311,0.06524754410041782,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:4.4.1.8,EC:4.4.1.8,microbiome,0.022604779208721695,-0.04915300138472041,9.076289604083016,0.06113820439230181,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:4.2.1.2,EC:4.2.1.2,microbiome,0.027626650456050082,-0.04915300138472041,9.07970047775304,0.05845404995047683,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.5.1.3,EC:2.5.1.3,microbiome,0.0020814388885496415,-0.04915300138472041,8.972454460951264,0.07349088338628604,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:4.3.1.17,EC:4.3.1.17,microbiome,-0.05195919798534212,-0.04915300138472041,9.019485663472583,0.05860592210145196,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.1.1.198,EC:2.1.1.198,microbiome,-0.06250905798746029,-0.04915300138472041,8.844946093894348,0.07313369518874478,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.7.4.14,EC:2.7.4.14,microbiome,-0.014125131065140878,-0.04915300138472041,8.97518086656004,0.06463081411875984,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.4.2.14,EC:2.4.2.14,microbiome,0.019252440443534535,-0.04915300138472041,8.973799397492785,0.06613011546064693,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.7.1.48,EC:2.7.1.48,microbiome,0.03264942673308842,-0.04915300138472041,8.997368714453719,0.07036862663463776,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__11981,11981,microbiome,1.5816305962682674e-17,-0.04915300138472041,9.391160802643869,1.0,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.6.1.55,EC:3.6.1.55,microbiome,-0.06007249041797994,-0.04915300138472041,8.829058977813894,0.06578842893192226,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:4.3.3.7,EC:4.3.3.7,microbiome,0.05913933663763017,-0.04915300138472041,9.031769872593346,0.061506814215639985,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.5.1.1,EC:3.5.1.1,microbiome,-0.056434771802350424,-0.04915300138472041,8.69452023425949,0.07523079913085805,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:1.8.1.9,EC:1.8.1.9,microbiome,-0.04402886193486766,-0.04915300138472041,8.891737269996204,0.057547360452057536,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:1.3.1.9,EC:1.3.1.9,microbiome,-0.04381317171393117,-0.04915300138472041,8.809559925241953,0.07112288227825023,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:5.4.99.12,EC:5.4.99.12,microbiome,-0.039851684677309145,-0.04915300138472041,8.876127164428073,0.06375439805529459,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.6.1.1,EC:3.6.1.1,microbiome,0.06910241616538487,-0.04915300138472041,9.022725140627262,0.05887147411907784,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.6.1.66,EC:3.6.1.66,microbiome,-0.025701963049605286,-0.04915300138472041,8.834107427246778,0.07186433006657357,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.4.1.1,EC:2.4.1.1,microbiome,0.025057289431792258,-0.04915300138472041,8.97114281414887,0.05806359198202761,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:6.3.5.7,EC:6.3.5.7,microbiome,-0.02064220954092788,-0.04915300138472041,8.748198994107907,0.07487594727558906,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:6.3.5.6,EC:6.3.5.6,microbiome,-0.02064220954092851,-0.04915300138472041,8.748198994107907,0.07487594727558906,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:5.4.99.5,EC:5.4.99.5,microbiome,-0.01481835381146846,-0.04915300138472041,8.940510939309886,0.05768907240943269,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.5.1.88,EC:3.5.1.88,microbiome,-0.058427778130436696,-0.04915300138472041,8.85681982171959,0.060762119047716646,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.1.3.16,EC:3.1.3.16,microbiome,-0.1228547750006546,-0.04915300138472041,8.754546489837486,0.06586586321057099,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.5.1.75,EC:2.5.1.75,microbiome,-0.032664157426809746,-0.04915300138472041,8.806943553018568,0.07230970672111188,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:6.1.1.7,EC:6.1.1.7,microbiome,-0.06657179155347365,-0.04915300138472041,8.77449892411869,0.06394899540085512,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.3.1.51,EC:2.3.1.51,microbiome,-0.0352613305832835,-0.04915300138472041,8.849242726718193,0.06164708903558438,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.7.1.2,EC:2.7.1.2,microbiome,0.02257254459008859,-0.04915300138472041,8.96749039715836,0.06469692538898429,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.1.2.3,EC:2.1.2.3,microbiome,-0.032082730231466974,-0.04915300138472041,8.80692393925639,0.07223711353224244,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:3.5.4.10,EC:3.5.4.10,microbiome,-0.032082730231466974,-0.04915300138472041,8.80692393925639,0.07223711353224244,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
microbe__EC:2.6.1.1,EC:2.6.1.1,microbiome,-0.049500044747281424,-0.04915300138472041,8.747784318218837,0.07593018379105686,nonIBD vs IBD,strict_scoreable,"positive_class=IBD; source_task_id=A_IBD_vs_HC; logistic coefficient, intercept, and scaler recovered from model artifact."
